RA,DEC,kic_kepler_id,Tef,logg,[Fe/H],m_g,dist(pc),M_g,BC,M_bol,L,e_L,R,e_R,M,e_M
285.228961048,48.6384513191,11072417,6047.0,4.16,-0.6,16.942781399999998,3750.198,4.07,0.054,4.13,1.76,0.04,1.21,0.01,1.06,0.07
285.229090423,48.6445959553,11072418,4928.0,4.68,-0.1,15.4408855,618.422546,6.48,-0.005,6.48,0.2,0.0,0.62,0.0,0.77,0.05
285.241755882,48.692399826400006,11072442,5739.0,3.94,-0.1,15.065803500000001,2362.17773,3.2,0.075,3.27,3.86,0.08,1.99,0.02,1.22,0.08
282.248561235,48.7285719836,11121548,5881.0,4.09,-0.58,16.656518900000002,3095.5336899999998,4.2,0.054,4.26,1.56,0.03,1.21,0.01,1.06,0.07
282.256305015,48.7186361207,11121557,5692.0,4.35,-0.11,14.7251749,860.33374,5.05,0.073,5.12,0.7,0.01,0.86,0.01,1.03,0.07
282.25685092599997,48.785314578299996,11121558,5860.0,3.93,-0.61,15.940694800000001,3225.77832,3.4,0.052,3.45,3.28,0.07,1.76,0.02,1.12,0.07
282.25725296400003,48.761310840600004,11121559,4850.0,2.48,-0.22,14.420925099999998,6014.6499,0.52,-0.052,0.47,50.93,1.03,10.14,0.05,2.46,0.16
282.264792936,48.799064757299995,11121569,4736.0,4.63,-0.22,15.8341122,850.2054439999997,6.19,-0.054,6.13,0.28,0.01,0.78,0.0,0.71,0.05
282.27493314099996,48.7033376861,11121583,5773.0,4.13,-0.74,17.1604252,5546.65625,3.44,0.051,3.49,3.16,0.06,1.78,0.02,0.97,0.06
282.27716370400003,48.7563490304,11121587,5694.0,4.08,-0.42,16.166912099999998,2759.6525899999997,3.96,0.049,4.01,1.96,0.04,1.44,0.01,1.05,0.07
282.291592406,48.7869276975,11121604,5402.0,4.49,-0.13,15.733263,1071.573,5.58,0.054,5.64,0.44,0.01,0.76,0.01,0.91,0.06
282.293093584,48.705336896599995,11121605,5925.0,4.1,-0.44,16.0001278,2839.28833,3.73,0.054,3.79,2.4,0.05,1.48,0.02,1.1,0.07
282.294617278,48.7132786651,11121608,5331.0,4.51,-0.03,16.4295807,1432.3562,5.65,0.023,5.67,0.42,0.01,0.77,0.01,0.91,0.06
282.305018075,48.7175227562,11121622,6764.0,4.12,-0.13,16.171829199999998,4126.85547,3.09,0.111,3.2,4.11,0.08,1.48,0.03,1.42,0.09
282.30671464,48.7766022132,11121627,4798.0,3.06,0.01,13.8570356,2385.6755399999997,1.97,-0.055,1.91,13.51,0.27,5.33,0.03,1.63,0.1
282.307629818,48.7629464088,11121628,5889.0,4.12,-0.43,16.537962,5214.6499,2.95,0.054,3.01,4.94,0.1,2.14,0.02,1.08,0.07
282.311167522,48.785262941899994,11121633,5622.0,4.29,0.01,15.5049858,1436.39148,4.72,0.054,4.77,0.97,0.02,1.04,0.01,1.05,0.07
282.313283194,48.79813357850001,11121635,5939.0,4.2,-0.61,15.937792800000002,1928.69312,4.51,0.054,4.57,1.17,0.02,1.03,0.01,1.02,0.07
282.32414121700003,48.754556541599996,11121652,6099.0,4.06,-0.06,13.8666353,1360.23022,3.2,0.079,3.28,3.84,0.08,1.76,0.02,1.27,0.08
282.334047192,48.7968284965,11121668,6381.0,4.14,-0.48,14.638403899999998,2603.36108,2.56,0.076,2.64,6.94,0.14,2.16,0.03,1.19,0.08
282.34783225900003,48.74445345229999,11121683,5812.0,4.07,-0.45,16.7560501,3922.69019,3.79,0.051,3.84,2.29,0.05,1.5,0.02,1.08,0.07
282.349022773,48.7532741655,11121685,5870.0,4.3,-0.34,14.6481256,946.5301509999999,4.77,0.048,4.82,0.93,0.02,0.94,0.01,1.03,0.07
282.349642684,48.712247663599996,11121687,5540.0,4.22,0.05,16.5019207,2544.44092,4.47,0.056,4.53,1.21,0.02,1.2,0.01,1.06,0.07
282.352283714,48.7646651335,11121691,5785.0,4.21,-0.73,16.6179581,2406.3713399999997,4.71,0.051,4.76,0.98,0.02,0.99,0.01,0.95,0.06
282.391875388,48.7287620305,11121748,5674.0,3.95,-0.12,14.0811672,1353.81641,3.42,0.075,3.5,3.14,0.06,1.84,0.02,1.18,0.08
282.394589853,48.7027409955,11121751,5570.0,4.23,-0.45,16.7254314,2276.82056,4.94,0.036,4.97,0.81,0.02,0.97,0.01,0.95,0.06
282.410662367,48.75794098430001,11121776,5851.0,4.25,-0.03,15.876181599999999,1600.07764,4.86,0.075,4.93,0.84,0.02,0.89,0.01,1.12,0.07
282.411080023,48.7787097819,11121778,5689.0,4.14,-0.81,17.110361100000002,3573.2702600000002,4.35,0.023,4.37,1.41,0.03,1.22,0.01,0.93,0.06
282.415800237,48.71281338,11121789,5013.0,4.64,0.04,14.872076000000002,576.828979,6.07,-0.005,6.06,0.3,0.01,0.72,0.0,0.82,0.05
282.4326702,48.742893591000005,11121801,5738.0,4.05,-0.39,15.928564100000001,2265.012210000001,4.15,0.049,4.2,1.64,0.03,1.3,0.01,1.08,0.07
282.44532829599996,48.7361798432,11121819,5589.0,4.2,-0.27,16.0930805,2061.78979,4.52,0.036,4.56,1.18,0.02,1.16,0.01,1.01,0.06
282.455739608,48.7233234311,11121839,5884.0,4.23,0.04,15.1405354,1396.98572,4.41,0.079,4.49,1.25,0.03,1.08,0.01,1.15,0.07
282.45829314,48.7552862335,11121847,5418.0,4.54,0.13,14.2339697,541.441895,5.57,0.054,5.62,0.44,0.01,0.76,0.01,0.96,0.06
282.48446189599997,48.747563228699995,11121880,5445.0,4.37,0.36,14.4735136,706.056824,5.23,0.073,5.3,0.6,0.01,0.87,0.01,1.06,0.07
282.498662653,48.75636950609999,11121899,5955.0,4.12,-0.64,16.5713959,3528.57495,3.83,0.054,3.89,2.19,0.04,1.4,0.02,1.05,0.07
282.50453613900004,48.7319671289,11121918,5818.0,4.21,-0.4,17.022768,2628.40454,4.92,0.051,4.98,0.8,0.02,0.89,0.01,1.03,0.07
282.513140803,48.7896648767,11121930,5323.0,4.48,-0.14,16.5168152,1601.43091,5.49,0.024,5.52,0.49,0.01,0.82,0.01,0.89,0.06
282.521295911,48.7294843432,11121936,5941.0,4.03,-0.68,16.5334682,2999.13428,4.15,0.054,4.2,1.64,0.03,1.21,0.01,1.07,0.07
282.542796876,48.7048081192,11121967,5749.0,4.24,-0.06,15.4721708,1469.0304,4.64,0.075,4.71,1.03,0.02,1.02,0.01,1.09,0.07
282.544319454,48.7948495016,11121972,4723.0,2.14,-0.67,14.138875,6881.01367,-0.05,-0.066,-0.12,87.53,1.77,14.01,0.06,2.77,0.18
282.548975584,48.709142774200004,11121979,5655.0,4.38,-0.33,15.4259777,1055.28711,5.31,0.046,5.36,0.57,0.01,0.79,0.01,0.96,0.06
282.565312882,48.7977399188,11121998,6108.0,4.1,-0.8,15.5590677,2415.730960000001,3.64,0.028,3.67,2.67,0.05,1.46,0.02,1.06,0.07
282.573432377,48.7038968445,11122010,5482.0,4.12,-0.05,16.2324543,3013.64453,3.84,0.056,3.89,2.18,0.04,1.64,0.01,1.06,0.07
282.57344840400003,48.7852512897,11122011,5905.0,4.23,-0.3,16.3377647,2172.27441,4.65,0.054,4.71,1.03,0.02,0.97,0.01,1.07,0.07
282.591083278,48.7096557299,11122024,6436.0,4.14,-0.29,14.259495699999999,1454.4548300000001,3.45,0.076,3.52,3.07,0.06,1.41,0.02,1.26,0.08
282.59963119400004,48.715404316400004,11122037,6013.0,4.07,-0.52,16.166313199999998,3371.6469700000002,3.53,0.054,3.58,2.91,0.06,1.58,0.02,1.11,0.07
282.618165751,48.779992989899995,11122057,5198.0,4.62,-0.0,14.5352011,573.426514,5.74,0.023,5.77,0.39,0.01,0.77,0.01,0.87,0.06
282.62477074099996,48.7502089655,11122070,5057.0,3.94,0.11,15.8099794,2466.2822300000007,3.85,-0.004,3.85,2.28,0.05,1.97,0.01,1.05,0.07
282.624954723,48.763802793400004,11122072,5777.0,4.21,-0.52,16.8363075,2918.077880000001,4.51,0.051,4.56,1.18,0.02,1.09,0.01,0.99,0.06
282.628796026,48.770968673599995,11122078,5766.0,4.24,-0.16,15.3536654,1354.85583,4.69,0.075,4.77,0.97,0.02,0.99,0.01,1.07,0.07
282.631022733,48.716935326000005,11122082,5578.0,4.42,-0.45,16.4474564,1492.41406,5.58,0.034,5.61,0.45,0.01,0.72,0.01,0.9,0.06
282.632371314,48.78659979020001,11122083,6055.0,4.14,-0.21,15.2669926,1921.72742,3.85,0.079,3.93,2.11,0.04,1.32,0.02,1.18,0.08
282.633332237,48.7384254201,11122087,5013.0,2.69,-0.96,15.171255100000002,7017.44775,0.94,-0.015,0.93,33.57,0.68,7.7,0.04,1.85,0.12
282.64261316,48.7498070471,11122102,4804.0,4.64,-0.43,16.0510731,828.627319,6.46,-0.044,6.42,0.21,0.0,0.67,0.0,0.69,0.04
282.645807058,48.7869135038,11122105,5915.0,4.06,-0.41,16.2451839,3577.11475,3.48,0.054,3.53,3.04,0.06,1.67,0.02,1.12,0.07
282.646523295,48.7698073018,11122107,5982.0,4.04,-0.23,15.4952927,2221.23242,3.76,0.079,3.84,2.29,0.05,1.41,0.02,1.2,0.08
282.65338609400004,48.7619535495,11122118,5563.0,4.2,0.04,16.7464466,2869.844730000001,4.46,0.056,4.51,1.23,0.02,1.2,0.01,1.08,0.07
282.65875822099997,48.7671929655,11122123,5751.0,4.1,0.03,14.273845699999999,1165.2236300000004,3.94,0.075,4.02,1.95,0.04,1.41,0.01,1.17,0.07
282.66387874,48.7164246879,11122130,5617.0,4.33,-0.49,16.5625114,1870.3299600000007,5.2,0.034,5.24,0.63,0.01,0.84,0.01,0.92,0.06
282.66444981,48.7609146746,11122131,5697.0,4.29,-0.44,16.4693966,2040.28967,4.92,0.046,4.97,0.81,0.02,0.93,0.01,0.97,0.06
282.680828145,48.7477962691,11122166,5794.0,4.17,-0.36,17.073572199999994,3510.4013700000005,4.35,0.051,4.4,1.37,0.03,1.17,0.01,1.05,0.07
282.696810222,48.7024116084,11122178,5896.0,4.14,-0.51,15.6632242,1844.6601600000001,4.33,0.054,4.39,1.38,0.03,1.13,0.01,1.06,0.07
282.70577763,48.7922005905,11122191,5511.0,4.43,-0.21,16.4500751,1549.39978,5.5,0.054,5.55,0.47,0.01,0.76,0.01,0.93,0.06
282.735206726,48.7263694405,11122224,5686.0,4.25,-0.36,16.963493300000003,2428.64209,5.04,0.046,5.08,0.73,0.01,0.88,0.01,0.99,0.06
282.739834029,48.798718990699996,11122230,5877.0,4.11,-0.05,16.0464993,2993.90503,3.67,0.079,3.74,2.5,0.05,1.53,0.02,1.18,0.08
282.753360598,48.786679075200006,11122238,5061.0,4.57,-0.21,16.457859,1473.45337,5.62,-0.005,5.61,0.45,0.01,0.87,0.01,0.8,0.05
282.765426534,48.7545752212,11122253,5895.0,4.29,-0.34,14.494164499999998,917.244446,4.68,0.052,4.73,1.01,0.02,0.96,0.01,1.04,0.07
282.77253918,48.765172065200005,11122263,5913.0,4.17,-0.4,15.5558329,1930.34875,4.13,0.054,4.18,1.67,0.03,1.24,0.01,1.08,0.07
282.778904157,48.7346890704,11122272,5848.0,4.01,-0.35,14.5950994,1628.61682,3.54,0.051,3.59,2.89,0.06,1.66,0.02,1.14,0.07
282.78012650200003,48.77571267729999,11122273,5914.0,4.09,-0.94,15.717631299999999,2273.68701,3.93,0.028,3.96,2.05,0.04,1.37,0.02,0.98,0.06
282.786414372,48.767827605200004,11122278,6008.0,4.13,-0.6,17.0148678,5560.17041,3.29,0.054,3.34,3.62,0.07,1.76,0.02,1.07,0.07
282.79528513,48.7965979581,11122290,5725.0,4.2,0.1,15.578209900000001,1651.9696,4.49,0.075,4.56,1.18,0.02,1.11,0.01,1.14,0.07
282.809198626,48.7060017343,11122308,6024.0,4.12,-0.24,13.3640022,827.8743900000003,3.77,0.079,3.85,2.26,0.05,1.38,0.02,1.17,0.07
282.809919879,48.75593397260001,11122309,5619.0,4.11,-0.03,16.546501199999998,3628.0791,3.75,0.056,3.8,2.37,0.05,1.63,0.01,1.11,0.07
282.815084073,48.7632620538,11122317,6305.0,4.16,-1.8,17.2089195,3233.0166,4.66,0.007,4.67,1.07,0.02,0.87,0.01,0.85,0.05
282.815312201,48.7842548901,11122318,5861.0,4.12,-0.23,16.003860500000002,2527.69238,3.99,0.075,4.07,1.86,0.04,1.33,0.01,1.12,0.07
282.83151241,48.7106192924,11122340,5657.0,4.3,-0.38,16.9460182,2511.7163100000002,4.95,0.046,4.99,0.79,0.02,0.93,0.01,0.97,0.06
282.84409126400004,48.713305784,11122369,6159.0,4.2,-0.02,13.892428400000002,983.14624,3.93,0.1,4.03,1.92,0.04,1.22,0.02,1.23,0.08
282.85233464099997,48.7389195723,11122386,6019.0,4.11,-0.5,15.9665146,2288.41748,4.17,0.054,4.22,1.61,0.03,1.17,0.01,1.1,0.07
282.856885055,48.7060306648,11122393,5697.0,4.17,-0.41,15.926752100000002,1947.7441399999998,4.48,0.049,4.53,1.22,0.02,1.13,0.01,1.01,0.06
282.86091771900004,48.7900480534,11122397,6353.0,4.25,-0.33,13.3326244,825.1386110000003,3.75,0.064,3.81,2.35,0.05,1.27,0.02,1.18,0.08
282.870999675,48.761297696599996,11122417,5660.0,4.08,0.0,15.048697500000001,1646.44812,3.97,0.075,4.04,1.9,0.04,1.44,0.01,1.14,0.07
282.871559029,48.7089261255,11122418,5668.0,4.09,-0.01,15.9542532,2529.75952,3.94,0.075,4.01,1.95,0.04,1.45,0.01,1.14,0.07
282.91669554099997,48.76524138439999,11122491,4773.0,4.67,-0.36,14.5878563,399.37573199999997,6.58,-0.044,6.54,0.19,0.0,0.64,0.0,0.69,0.04
282.917280729,48.7401210633,11122492,5241.0,4.25,-0.33,16.6014786,2314.12671,4.78,0.017,4.8,0.95,0.02,1.19,0.01,0.89,0.06
282.91890596400003,48.7304573122,11122496,5625.0,4.11,-0.25,16.090425500000002,2906.12085,3.77,0.049,3.82,2.33,0.05,1.61,0.01,1.06,0.07
282.923166055,48.7356014997,11122503,5724.0,4.19,-0.54,16.7962017,3354.46362,4.17,0.049,4.22,1.62,0.03,1.3,0.01,0.98,0.06
282.933116828,48.7107651299,11122521,6085.0,4.14,-1.11,17.081476199999994,3675.88257,4.25,0.028,4.28,1.52,0.03,1.11,0.01,0.96,0.06
282.954139177,48.7105364084,11122558,5813.0,4.25,-0.12,15.6798267,1601.81091,4.66,0.073,4.73,1.01,0.02,0.99,0.01,1.09,0.07
282.95725204,48.7211092858,11122563,6561.0,4.14,-0.56,17.0589161,7228.34912,2.76,0.079,2.84,5.74,0.12,1.86,0.03,1.21,0.08
282.988925163,48.7854353686,11122599,5795.0,4.2,-0.56,17.3344402,3396.1189,4.68,0.051,4.73,1.01,0.02,1.0,0.01,0.99,0.06
283.013367672,48.7966918945,11122621,5644.0,4.06,0.19,15.242270499999998,1817.9034399999998,3.94,0.075,4.02,1.94,0.04,1.46,0.01,1.2,0.08
283.015954165,48.7899434229,11122626,5744.0,4.11,-0.33,16.3051662,2565.59375,4.26,0.049,4.31,1.49,0.03,1.24,0.01,1.07,0.07
283.01649016,48.733682089300004,11122627,6114.0,4.22,-0.28,15.3790989,1576.27917,4.39,0.054,4.44,1.31,0.03,1.02,0.01,1.14,0.07
283.022799485,48.7691298996,11122636,5687.0,4.04,-0.3,15.916786199999999,3076.9729,3.48,0.049,3.52,3.06,0.06,1.81,0.02,1.1,0.07
283.030220751,48.7268204125,11122644,6560.0,4.15,-0.53,16.8491478,5046.15918,3.33,0.079,3.41,3.4,0.07,1.43,0.02,1.22,0.08
283.03074327400003,48.731374214300004,11122646,5296.0,4.5,-0.25,16.5402184,1555.9881599999999,5.58,0.023,5.6,0.45,0.01,0.8,0.01,0.86,0.06
283.034919996,48.741581680699994,11122651,5861.0,4.13,-0.29,15.1644764,1614.1145,4.12,0.051,4.18,1.68,0.03,1.26,0.01,1.1,0.07
283.036032555,48.7368753162,11122653,5977.0,4.16,-0.42,16.6079044,3036.99414,4.2,0.054,4.25,1.57,0.03,1.17,0.01,1.09,0.07
283.058070545,48.70487365970001,11122679,6243.0,4.16,-0.08,14.175125099999999,1279.56458,3.64,0.1,3.74,2.51,0.05,1.36,0.02,1.26,0.08
283.068525492,48.7201527704,11122692,6020.0,4.13,-0.46,16.4790821,3025.74585,4.07,0.054,4.13,1.76,0.04,1.22,0.01,1.1,0.07
283.075166175,48.759106404200004,11122700,5827.0,4.05,-0.53,14.681282000000001,1426.4497099999999,3.91,0.051,3.96,2.05,0.04,1.41,0.01,1.07,0.07
283.077135622,48.7014768764,11122703,5600.0,4.29,-0.12,16.7636223,2488.06396,4.78,0.054,4.84,0.91,0.02,1.02,0.01,1.01,0.06
283.113566306,48.798858869300005,11122763,6413.0,4.16,-0.41,13.872893300000001,1157.75562,3.55,0.076,3.63,2.78,0.06,1.35,0.02,1.21,0.08
283.122715961,48.7983797682,11122778,5600.0,4.09,-0.2,16.5895519,4091.8659700000003,3.53,0.056,3.59,2.9,0.06,1.81,0.02,1.07,0.07
283.129568223,48.7718581787,11122799,5490.0,3.93,-0.48,16.1618462,3181.82178,3.65,0.036,3.68,2.64,0.05,1.8,0.01,1.04,0.07
283.168105847,48.7773364929,11122847,4954.0,4.61,-0.01,14.5341234,458.29531900000006,6.23,-0.005,6.22,0.26,0.01,0.69,0.0,0.8,0.05
283.169584291,48.7151608671,11122848,5529.0,4.35,-0.43,16.909658399999998,1837.5018300000002,5.59,0.034,5.62,0.44,0.01,0.73,0.01,0.91,0.06
283.20134592700003,48.7713096666,11122881,6050.0,4.16,-1.51,17.1444263,7138.321290000001,2.88,0.004,2.88,5.54,0.11,2.15,0.03,0.86,0.06
283.222200658,48.7566883387,11122913,4121.0,1.05,-1.36,13.674425099999999,18438.1719,-2.65,-0.468,-3.12,1396.39,28.29,73.49,0.19,3.96,0.25
283.229253763,48.7071590916,11122920,6358.0,4.08,-0.15,14.793146100000001,2411.4338399999997,2.88,0.1,2.98,5.05,0.1,1.86,0.03,1.31,0.08
283.235846509,48.7010438644,11122931,5632.0,4.38,-0.22,16.3598976,1712.59033,5.19,0.073,5.26,0.62,0.01,0.83,0.01,0.97,0.06
283.286084269,48.7032122075,11122997,5068.0,2.88,-0.5,15.225354199999998,6140.4248,1.28,0.002,1.29,24.07,0.49,6.38,0.04,1.81,0.12
283.287217234,48.7227784231,11123001,6162.0,4.13,-0.18,14.2593813,1432.23462,3.48,0.1,3.58,2.91,0.06,1.5,0.02,1.22,0.08
283.29519954799997,48.7061535936,11123011,5891.0,4.17,-0.34,14.9564867,1405.61719,4.22,0.054,4.27,1.54,0.03,1.19,0.01,1.08,0.07
283.29533136099997,48.7129975626,11123013,5689.0,4.16,-0.28,16.6049728,2834.61499,4.34,0.049,4.39,1.38,0.03,1.21,0.01,1.05,0.07
283.305948708,48.7366140842,11123027,5121.0,4.64,-0.22,16.1630554,971.2397460000001,6.23,-0.005,6.22,0.26,0.01,0.64,0.0,0.8,0.05
283.33203779,48.7095747222,11123063,5911.0,3.99,-1.59,15.511935199999998,2622.0896,3.42,0.003,3.42,3.37,0.07,1.75,0.02,0.88,0.06
283.35673699,48.7042454664,11123104,5202.0,3.88,0.1,15.2785978,2160.824710000001,3.61,0.026,3.63,2.78,0.06,2.06,0.01,1.13,0.07
283.361540309,48.701777151,11123113,5971.0,4.11,-0.39,16.381862599999998,2928.53784,4.05,0.054,4.1,1.8,0.04,1.26,0.01,1.12,0.07
284.06787913799997,48.7983748683,11124035,5807.0,3.98,0.01,14.9068756,1746.2724600000001,3.7,0.075,3.77,2.44,0.05,1.55,0.02,1.25,0.08
284.09422608799997,48.7821368079,11124066,5633.0,4.18,-0.14,16.0324154,2195.1521,4.33,0.075,4.4,1.37,0.03,1.23,0.01,1.06,0.07
284.108775912,48.777848038500004,11124095,6506.0,4.11,-0.27,13.753779399999999,1526.9451900000001,2.83,0.079,2.91,5.38,0.11,1.83,0.03,1.3,0.08
284.118123313,48.7911853043,11124106,5709.0,4.16,-0.11,15.8488321,2035.46497,4.31,0.075,4.38,1.39,0.03,1.21,0.01,1.1,0.07
284.171515818,48.743009068999996,11124166,6290.0,4.14,-1.36,16.761694,3525.96265,4.03,0.02,4.05,1.9,0.04,1.16,0.02,0.95,0.06
284.21393073,48.780128588800004,11124232,6274.0,4.13,-0.39,14.9520693,2063.98877,3.38,0.069,3.45,3.29,0.07,1.54,0.02,1.19,0.08
284.22911004,48.7948807605,11124254,6644.0,4.14,-0.48,15.170833600000002,4153.5249,2.08,0.081,2.16,10.76,0.22,2.48,0.04,1.26,0.08
284.2353719,48.7466078883,11124271,5770.0,4.32,-0.09,15.713857699999998,1359.3158,5.05,0.073,5.12,0.7,0.01,0.84,0.01,1.06,0.07
284.238705425,48.769478040799996,11124274,5759.0,4.34,0.03,13.0811005,504.797729,4.57,0.073,4.64,1.1,0.02,1.06,0.01,1.08,0.07
284.244655381,48.785231886000005,11124285,5259.0,3.42,-0.95,15.8787956,5475.6972700000015,2.19,0.007,2.19,10.44,0.21,3.9,0.03,1.17,0.07
284.33120686,48.7361771728,11124409,5714.0,4.26,0.02,15.1991663,1479.1086400000006,4.35,0.073,4.42,1.34,0.03,1.18,0.01,1.09,0.07
284.336066812,48.712761669399995,11124417,5776.0,4.09,-0.08,15.6749592,2300.15186,3.87,0.075,3.94,2.09,0.04,1.45,0.01,1.16,0.07
284.343037152,48.703096941700004,11124426,6249.0,4.1,-0.04,14.6637487,1868.9064899999998,3.31,0.1,3.41,3.42,0.07,1.58,0.02,1.3,0.08
284.343412816,48.77673030729999,11124427,5767.0,4.27,-0.48,14.970706900000001,1129.46155,4.71,0.048,4.75,0.99,0.02,1.0,0.01,0.98,0.06
284.346371249,48.7966443659,11124429,5678.0,4.35,-0.28,16.4509926,1848.3352100000002,5.12,0.046,5.16,0.68,0.01,0.85,0.01,0.98,0.06
284.371590803,48.782444948,11124465,5665.0,4.31,-0.22,16.1761589,1805.38428,4.89,0.073,4.97,0.81,0.02,0.94,0.01,1.01,0.06
284.372560275,48.73074417310001,11124468,5541.0,4.37,-0.57,16.039854000000002,1399.37354,5.31,0.034,5.34,0.57,0.01,0.82,0.01,0.88,0.06
284.376475205,48.7009446505,11124477,5607.0,4.4,-0.05,15.5811682,1203.4307900000001,5.18,0.054,5.23,0.63,0.01,0.85,0.01,1.0,0.06
284.393144235,48.76796136390001,11124496,5321.0,4.43,0.14,15.530568099999998,1006.9516,5.52,0.025,5.54,0.48,0.01,0.82,0.01,0.96,0.06
284.40838627700003,48.7460975141,11124515,6718.0,,-0.67,,,,,,,,,,,
284.413190454,48.7716138005,11124522,5850.0,4.22,-0.28,15.761653899999999,1861.5856899999999,4.41,0.051,4.46,1.29,0.03,1.11,0.01,1.07,0.07
284.413727678,48.70504330510001,11124524,5922.0,4.14,-0.39,16.1869411,2826.64722,3.93,0.054,3.98,2.01,0.04,1.35,0.02,1.09,0.07
284.434823789,48.72059970390001,11124548,4935.0,3.01,-0.16,15.533242199999998,5578.8252,1.8,0.009,1.81,14.86,0.3,5.29,0.03,1.7,0.11
284.43732242,48.7777011623,11124551,5626.0,4.06,-0.02,16.178361900000002,3755.40454,3.31,0.075,3.38,3.5,0.07,1.97,0.02,1.14,0.07
284.43932663,48.7032923195,11124552,6027.0,4.26,-0.5,15.707668300000002,1601.66504,4.68,0.052,4.74,1.0,0.02,0.92,0.01,1.05,0.07
284.440110069,48.78077107359999,11124556,5526.0,4.47,-0.3,15.3213253,986.437927,5.35,0.034,5.38,0.55,0.01,0.81,0.01,0.91,0.06
284.442206084,48.742322915600006,11124558,5715.0,4.21,-0.8,16.198875400000002,1924.89136,4.78,0.023,4.8,0.95,0.02,1.0,0.01,0.92,0.06
284.447059913,48.7196320902,11124564,5664.0,4.26,-0.48,16.3993702,2193.1984899999998,4.69,0.046,4.74,1.0,0.02,1.04,0.01,0.96,0.06
284.452197629,48.7700737491,11124578,5093.0,3.37,-0.31,13.6663628,2065.85205,2.09,0.003,2.09,11.44,0.23,4.36,0.03,1.34,0.09
284.47295569,48.72405799479999,11124614,5696.0,4.22,-0.24,16.232418099999997,2388.7148399999996,4.34,0.075,4.42,1.35,0.03,1.19,0.01,1.04,0.07
284.474542074,48.7545473251,11124616,6346.0,4.12,-0.38,15.223166500000001,2300.9301800000007,3.41,0.069,3.48,3.18,0.06,1.48,0.02,1.22,0.08
284.486935458,48.78444561479999,11124636,6113.0,4.14,-0.61,16.431057,3773.4184600000003,3.55,0.054,3.6,2.85,0.06,1.51,0.02,1.09,0.07
284.519210432,48.743651312299995,11124681,5389.0,4.49,-0.19,16.3694248,1439.74609,5.58,0.054,5.63,0.44,0.01,0.76,0.01,0.89,0.06
284.53017956599996,48.79846857840001,11124696,5786.0,4.25,-0.34,16.2981834,2106.38452,4.68,0.048,4.73,1.01,0.02,1.0,0.01,1.03,0.07
284.540373219,48.764560986899994,11124707,5789.0,4.24,-0.4,16.2671852,2026.62903,4.73,0.051,4.78,0.96,0.02,0.98,0.01,1.02,0.07
284.55245721200004,48.760082383400004,11124720,5926.0,4.21,-0.43,15.7602482,1906.96655,4.36,0.054,4.41,1.35,0.03,1.11,0.01,1.06,0.07
284.567935052,48.798672078100005,11124739,5732.0,4.19,-0.43,16.9446697,3869.8942899999997,4.01,0.049,4.05,1.88,0.04,1.39,0.01,1.01,0.06
284.568552887,48.732363971400005,11124741,4767.0,4.63,0.1,15.071829800000001,542.647217,6.4,-0.054,6.35,0.23,0.0,0.7,0.0,0.77,0.05
284.588196871,48.77681528270001,11124766,5613.0,4.37,-0.25,15.813038800000001,1381.9963400000001,5.11,0.054,5.16,0.68,0.01,0.87,0.01,0.97,0.06
284.59308188299997,48.7905572784,11124774,5694.0,4.16,-0.68,16.9779568,4349.72949,3.79,0.049,3.83,2.3,0.05,1.56,0.01,0.96,0.06
284.600462535,48.716526686099996,11124783,5838.0,4.04,-0.47,15.473132099999999,2100.93628,3.86,0.051,3.91,2.14,0.04,1.43,0.02,1.09,0.07
284.605485037,48.7444690021,11124793,6488.0,4.15,-1.36,17.107626,7775.89355,2.65,0.031,2.68,6.64,0.13,2.04,0.03,0.99,0.06
284.60718795099996,48.7846717191,11124795,5315.0,3.76,-0.35,16.1084576,3239.5166,3.56,0.018,3.57,2.93,0.06,2.02,0.01,1.12,0.07
284.609184863,48.7770074069,11124797,6364.0,4.23,-0.41,12.7340288,739.160767,3.39,0.069,3.46,3.25,0.07,1.49,0.02,1.17,0.07
284.61896695400003,48.7857601341,11124810,6092.0,4.21,-0.57,16.6745434,2574.43604,4.62,0.054,4.68,1.06,0.02,0.93,0.01,1.06,0.07
284.623781651,48.7136165828,11124817,5188.0,3.52,-0.28,15.0837812,2627.427,2.99,0.024,3.01,4.92,0.1,2.75,0.02,1.27,0.08
284.631414827,48.7610975596,11124833,6746.0,4.12,-0.49,16.8059597,6758.026370000001,2.66,0.081,2.74,6.32,0.13,1.85,0.03,1.3,0.08
284.638355709,48.7132396871,11124841,5559.0,4.37,-0.19,15.6437168,1271.87122,5.12,0.054,5.18,0.67,0.01,0.88,0.01,0.96,0.06
284.638608144,48.7800614068,11124842,5134.0,3.28,-0.3,13.8236399,2259.86719,2.05,0.025,2.08,11.61,0.24,4.32,0.03,1.45,0.09
284.65273623,48.771677705900004,11124863,5727.0,4.1,-0.35,16.3208008,3417.89331,3.65,0.049,3.7,2.6,0.05,1.64,0.02,1.07,0.07
284.68055762,48.747949085600006,11124906,5296.0,3.37,-0.93,16.748394,13151.9092,1.15,0.007,1.16,27.03,0.55,6.19,0.04,1.24,0.08
284.704041469,48.7583936263,11124940,5603.0,4.01,0.07,14.2297182,1169.1245099999999,3.89,0.056,3.95,2.08,0.04,1.53,0.01,1.18,0.08
